From,To,Fare
Gazipur,Malibagh,90
Gazipur,Mirpur-1,56
Gazipur,Mirpur-10,49
Gazipur,Mirpur-2,56
Gazipur,Moghbazar,92
Gazipur,Mohakhali,74
Gazipur,Palton,70
Gazipur,Satorasta,80
Gazipur,Sayedabad,100
Gazipur,Sifipur,42
Gazipur,Tingi,10
Gazipur,Tongi,40
Gazipur,Tongi Bazar,52
Gazipur Chowrasta,Airport,28
Gazipur Chowrasta,Bagher Bazar,22
Gazipur Chowrasta,Banani,10
Gazipur Chowrasta,Barmi,43
Gazipur Chowrasta,Fulbaria,69
Gazipur Chowrasta,Gazipur,32
Gazipur Chowrasta,Hotapara,12
Gazipur Chowrasta,Kakoli,45
Gazipur Chowrasta,Kakrail,63
Gazipur Chowrasta,Kapasia,43
Gazipur Chowrasta,Maona Chowrasta,25
Gazipur Chowrasta,Moghbazar,59
Gazipur Chowrasta,Mohakhali,49
Gazipur Chowrasta,Nabisco,18
Gazipur Chowrasta,Rajabari,22
Gazipur Chowrasta,Rajendrapur,10
Gazipur Chowrasta,Rajendrapur Bazar,13
Gazipur Chowrasta,Rajendrapur Chowrasta,10
Gazipur Chowrasta,Sreepur,32
Gazipur Chowrasta,Tongi,10
Ghatachar,Abdullahpur,62
Ghatachar,Asadgate,18
Ghatachar,Azimpur,27
Ghatachar,Banglamotor,22
Ghatachar,Basabo,32
Ghatachar,Bisila,10
Ghatachar,Bosila,10
Ghatachar,Bosila Bridge,10
Ghatachar,Bosila Sinengi Stand,10
Ghatachar,Chankharpul,31
Ghatachar,Demra Staff Quarter,44
Ghatachar,Dhaka City College,23
Ghatachar,Dhanmondi,19
Ghatachar,Dhanmondi-15,19
Ghatachar,Dhaor,62
Ghatachar,Dhopekhola,40
Ghatachar,Diayabari Moor,45
Ghatachar,Fakirapool,32
Ghatachar,Farmgate,22
Ghatachar,Gausia/Chidanichak,23
Ghatachar,Gulistan,35
Ghatachar,Gwashpur,10
Ghatachar,Hanif Flyover,36
Ghatachar,Housing Building,62
Ghatachar,Jigatola,22
Ghatachar,Kachpur,49
Ghatachar,Kajla,36
Ghatachar,Kakrail,26
Ghatachar,Kalabagan,17
Ghatachar,Kamarpara,62
Ghatachar,Kamlapur,23
Ghatachar,Kawran Bazar,20
Ghatachar,Khilgaon Khidma Hospital,43
Ghatachar,Khilgaon Railgate,38
Ghatachar,Konapara,40
Ghatachar,Madanpur,58
Ghatachar,Majar Road,42
Ghatachar,Maktsa Bhaban,26
Ghatachar,Mirpur-1,35
Ghatachar,Mohammadpur,15
Ghatachar,Mohammadpur (Bosila Road),10
Ghatachar,Mohammadpur Bus Stand,10
Ghatachar,Mohammadpur Stand,10
Ghatachar,Motijhil,20
Ghatachar,Motijhil (Notre Dame College),33
Ghatachar,Motijhil (Tiratail),33
Ghatachar,Mugda,30
Ghatachar,New Market,25
Ghatachar,Nilkhet,29
Ghatachar,Pagla Bazar,42
Ghatachar,Postogola,39
Ghatachar,Press Club,28
Ghatachar,Rayerbag,40
Ghatachar,Science Lab,24
Ghatachar,Shahbag,26
Ghatachar,Shankor,17
Ghatachar,Shonir Akhra,39
Ghatachar,Shyamoli,20
Ghatachar,Sobhanbag,16
Ghatachar,Sonargaon,79
Ghatachar,Technical,28
Ghatachar,Tikatuli,35
Ghatachar,Town Hall,12
Ghatachar,Uttara Diayabari,62
Golapshah Majar,Asadgate,29
Golapshah Majar,Babu Bazar Bridge,10
Golapshah Majar,Bezgaon Choirasta,38
Golapshah Majar,Farmgate,22
Golapshah Majar,Gabtoli,52
Golapshah Majar,Hemayetpur,68
Golapshah Majar,Maoyghat,80
Golapshah Majar,Nabinagar,103
Golapshah Majar,Savar,78
Golapshah Majar,Shahbag,10
Golapshah Mazar (Fulbaria),Ansarcamp,30
Golapshah Mazar (Fulbaria),Farmgate,16
Golapshah Mazar (Fulbaria),Keraniganj,20
Golapshah Mazar (Fulbaria),Mirpur (Chiriyakhana),35
Golapshah Mazar (Fulbaria),Mirpur-1,30
Golapshah Mazar (Fulbaria),Nayabazar (2nd Buriganga Bridge),10
Gulistan,Ansarcamp,27
Gulistan,Asadgate,26
Gulistan,Azimpur,16
Gulistan,Babu Bazar Bridge,10
Gulistan,Bangabandhu College,39
Gulistan,Banglamotor,18
Gulistan,Barpa,39
Gulistan,Basabo,10
Gulistan,Bhulta,59
Gulistan,Bhulta (Gauchiya),40
Gulistan,Bijoy Shoroni,18
Gulistan,Bijoy Smroni,14
Gulistan,Bisila,31
Gulistan,Bosila,16
Gulistan,Buet,10
Gulistan,Cantonment Signal Gate,29
Gulistan,Chankharpul,10
Gulistan,Chidriyakhana,38
Gulistan,Darussalam,24
Gulistan,Demra,20
Gulistan,Dhamrai,80
Gulistan,Dhanmondi,15
Gulistan,Dhanmondi-15,10
Gulistan,Duaripara,46
Gulistan,Eden College,13
Gulistan,Epijed,96
Gulistan,Farmgate,23
Gulistan,Gabtoli,44
Gulistan,Ghatachar,35
Gulistan,Hanif Flyover,10
Gulistan,Hemayetpur,53
Gulistan,ISBI Chattar,32
Gulistan,Jatrabari,20
Gulistan,Jigatola,13
Gulistan,Kachpur,31
Gulistan,Kachpur Bridge,33
Gulistan,Kalabagan,16
Gulistan,Kalapani,40
Gulistan,Kallshi,43
Gulistan,Kallshi Mor,32
Gulistan,Kamlapur,89
Gulistan,Kawran Bazar,10
Gulistan,Kazipara,24
Gulistan,Khilgaon Khidma Hospital,18
Gulistan,Khilgaon Railgate,10
Gulistan,Kochukhet,26
Gulistan,Madanganj,66
Gulistan,Madanpur,39
Gulistan,Matsabhaban,10
Gulistan,Mawa Ferry Ghat,80
Gulistan,Meghna Ghat,69
Gulistan,Mirpur DOHS,42
Gulistan,Mirpur Thana,36
Gulistan,Mirpur-1,31
Gulistan,Mirpur-10,27
Gulistan,Mirpur-11,31
Gulistan,Mirpur-12,40
Gulistan,Mirpur-14,26
Gulistan,Mohammadpur,26
Gulistan,Motijheel,10
Gulistan,Motijheel (Shapla Chattar),10
Gulistan,Motijhil,10
Gulistan,Mugda,10
Gulistan,Nabinagar,80
Gulistan,Nilkhet,13
Gulistan,Palashi,15
Gulistan,Palton,10
Gulistan,Press Club,10
Gulistan,Proshika,40
Gulistan,Rayerbag,10
Gulistan,Rupshi,38
Gulistan,Sadarghat,10
Gulistan,Sainboard,42
Gulistan,Savar,68
Gulistan,Sayedabad,17
Gulistan,Science Lab,17
Gulistan,Shahbag,10
Gulistan,Shahbagh,10
Gulistan,Shankor,23
Gulistan,Shewra Para,22
Gulistan,Shonir Akhra,24
Gulistan,Shyamoli,26
Gulistan,Sonargaon,79
Gulistan,Sonargaon Mogra Para,55
Gulistan,Technical,26
Gulistan,Tikatuli,10
Gulistan,Titipadar,10
Gulistan,Victoria Park,10
Gulistan,Work Shop,24
Gulistan (Fulbaria),Abdullahpur (Jilkhana),25
Gulistan (Fulbaria),Airport,28
Gulistan (Fulbaria),Babu Bazar,10
Gulistan (Fulbaria),Badda,16
Gulistan (Fulbaria),Bhawar Viti (South Keraniganj),32
Gulistan (Fulbaria),Chunakutia Bazar,10
Gulistan (Fulbaria),Diayabari,46
Gulistan (Fulbaria),Housing Building,28
Gulistan (Fulbaria),Kadamtoli,10
Gulistan (Fulbaria),Kakrail,10
Gulistan (Fulbaria),Khilkhet,26
Gulistan (Fulbaria),Kuril Bishwaroad,25
Gulistan (Fulbaria),Malibagh,10
Gulistan (Fulbaria),Mouchak (Flyover),10
Gulistan (Fulbaria),Notun Bazar,18
Gulistan (Fulbaria),Palton,10
Gulistan (Fulbaria),Rajendrapur Bazar,21
Gulistan (Fulbaria),Rampura,10
Gulistan (Hanif Flyover),Abdullahpur,20
Gulistan (Hanif Flyover),Airport,18
Gulistan (Hanif Flyover),Banani,11
Gulistan (Hanif Flyover),Bijoy Nagar,10
Gulistan (Hanif Flyover),Fantasy Kingdom,95
Gulistan (Hanif Flyover),House Building,18
Gulistan (Hanif Flyover),Jatrabari,10
Gulistan (Hanif Flyover),Kakrail,10
Gulistan (Hanif Flyover),Kamarpara,22
Gulistan (Hanif Flyover),Moghbazar,10
Gulistan (Hanif Flyover),Mohakhali,10
Gulistan (Hanif Flyover),Mouchak,10
Gulistan (Hanif Flyover),Nilkhet,17
Gulistan (Hanif Flyover),Palton,10
Gulistan (Hanif Flyover),Sainboard,17
Gulistan (Hanif Flyover),Satorasta,10
Gulistan (Hanif Flyover),Shewra,15
Gulistan Moor,Ansarcamp,28
Gulistan Moor,Bangladesh Bank,10
Gulistan Moor,College Gate,21
Gulistan Moor,Jatrabari,35
Gulistan Moor,Kalabagan,14
Gulistan Moor,Kalyanpur,23
Gulistan Moor,Kataban,10
Gulistan Moor,Mirpur-1,31
Gulistan Moor,Press Club,10
Gulistan Moor,Science Lab,12
Gulistan Moor,Shahbag,10
Gulistan Moor,Shyamoli,22
Gulistan Moor,Sukrabad,17
Gulistan Moor,Technical,26
Gulshan-1,Agargaon,18
Gulshan-1,Amin Bazar,34
Gulshan-1,Amuliya Staff Quarter,35
Gulshan-1,Asadgate,16
Gulshan-1,Azimpur,29
Gulshan-1,Badda Link Road,10
Gulshan-1,Badda Link Road/Middle Badda,10
Gulshan-1,Banani,10
Gulshan-1,Bangla Motor,10
Gulshan-1,Bangladesh Bank,32
Gulshan-1,Bashundra,12
Gulshan-1,Beraid,22
Gulshan-1,Bonshree,56
Gulshan-1,Bonshree (Meradiya),10
Gulshan-1,Farmgate,16
Gulshan-1,Gabtoli,57
Gulshan-1,Gabtoli Bridge Para,46
Gulshan-1,Gulshan-2,10
Gulshan-1,Hemayetpur,48
Gulshan-1,Housing Building,29
Gulshan-1,ISBI Chattar,14
Gulshan-1,Kakoli,10
Gulshan-1,Kakrail,22
Gulshan-1,Kalabagan,25
Gulshan-1,Kallshi,18
Gulshan-1,Kalyanpur,26
Gulshan-1,Kamlapur Station,34
Gulshan-1,Khilkhet,14
Gulshan-1,Kochukhet,25
Gulshan-1,Kuril Bishwa Road,16
Gulshan-1,Kuril Bishwaroad,16
Gulshan-1,Malibagh,12
Gulshan-1,Meradiya Bazar,22
Gulshan-1,Middle Badda,10
Gulshan-1,Mirpur-1,49
Gulshan-1,Mirpur-10,42
Gulshan-1,Mirpur-11,24
Gulshan-1,Mirpur-2,33
Gulshan-1,Moghbazar,10
Gulshan-1,Mohakhali,27
Gulshan-1,Mohakhali Amtoli,10
Gulshan-1,Mohammadpur,22
Gulshan-1,Narsha,12
Gulshan-1,New Airport,19
Gulshan-1,New Market,25
Gulshan-1,Notun Bazar,11
Gulshan-1,Palashi,29
Gulshan-1,Palton,23
Gulshan-1,Pirojgaji Majar,36
Gulshan-1,Purabi,22
Gulshan-1,Rajlakhi,22
Gulshan-1,Rampura Bridge,10
Gulshan-1,Rasel Square,22
Gulshan-1,Reinbow,16
Gulshan-1,Savar,90
Gulshan-1,Science Lab,22
Gulshan-1,Senic Club,14
Gulshan-1,Shahbagh,20
Gulshan-1,Shyamoli,25
Gulshan-1,Sonargaon,19
Gulshan-1,Stadium,24
Gulshan-1,Technical,42
Gulshan-1,Titumi'r College,10
Gulshan-1,Town Hall,18
Gulshan-2,Bangla Motor,10
Gulshan-2,Bangladesh Bank,36
Gulshan-2,Farmgate,10
Gulshan-2,Gulshan-1,10
Gulshan-2,Kakrail,26
Gulshan-2,Kamlapur Station,36
Gulshan-2,Malibagh,19
Gulshan-2,Moghbazar,10
Gulshan-2,Mohakhali,10
Gulshan-2,Notun Bazar,10
Gulshan-2,Palton,29
Gulshan-2,Pirojgaji Majar,39
Gulshan-2,Stadium,30
Gwashpur,Asadgate,16
Gwashpur,Azimpur,22
Gwashpur,Banglamotor,20
Gwashpur,Bosila,10
Gwashpur,Bosila Sinengi Stand,10
Gwashpur,Chankharpul,28
Gwashpur,Demra Staff Quarter,42
Gwashpur,Fakirapool,29
Gwashpur,Farmgate,19
Gwashpur,Gausia/Chidanichak,20
Gwashpur,Ghatachar,10
Gwashpur,Kajla,34
Gwashpur,Kakrail,24
Gwashpur,Kalabagan,14
Gwashpur,Kawran Bazar,18
Gwashpur,Konapara,38
Gwashpur,Maktsa Bhaban,24
Gwashpur,Mohammadpur (Bosila Road),10
Gwashpur,Mohammadpur Bus Stand,10
Gwashpur,Motijhil (Notre Dame College),30
Gwashpur,Motijhil (Tiratail),30
Gwashpur,Pagla Bazar,38
Gwashpur,Postogola,35
Gwashpur,Science Lab,19
Gwashpur,Shahbag,22
Gwashpur,Sobhanbag,13
Gwashpur,Tikatuli,32
Gwashpur,Town Hall,10
Hanif Flyover,Azimpur (Dakeswari),10
Hanif Flyover,Baniajuri,172
Hanif Flyover,Barangail,187
Hanif Flyover,Bisila,33
Hanif Flyover,Dhanmondi,18
Hanif Flyover,Gabtoli,38
Hanif Flyover,Ghatachar,36
Hanif Flyover,Gulistan,10
Hanif Flyover,Islampur,104
Hanif Flyover,Jigatola,16
Hanif Flyover,Kachpur,34
Hanif Flyover,Kalabagan,16
Hanif Flyover,Kalampur,131
Hanif Flyover,Madanpur,22
Hanif Flyover,Manikganj,155
Hanif Flyover,Mohammadpur,28
Hanif Flyover,Nabinagar,88
Hanif Flyover,Palashi,10
Hanif Flyover,Paturia,222
Hanif Flyover,Press Club,10
Hanif Flyover,Rayerbag,10
Hanif Flyover,Savar,48
Hanif Flyover,Science Lab,11
Hanif Flyover,Shahbag,10
Hanif Flyover,Shankor,24
Hanif Flyover,Shonir Akhra,10
Hanif Flyover,Shyamoli,26
Hanif Flyover,Sonargaon,79
Hanif Flyover,Uthulli,196
Hemayetpur,Asadgate,40
Hemayetpur,Babu Bazar Bridge,69
Hemayetpur,Banglamotor,60
Hemayetpur,Bezgaon Choirasta,111
Hemayetpur,Bonshree,88
Hemayetpur,Demra,106
Hemayetpur,Dhamrai,59
Hemayetpur,Epijed,47
Hemayetpur,Farmgate,49
Hemayetpur,Gabtoli,19
Hemayetpur,Golapshah Majar,68
Hemayetpur,Gulistan,53
Hemayetpur,Gulshan-1,48
Hemayetpur,ISBI Chattar,58
Hemayetpur,Jamuna Future Park,70
Hemayetpur,Jatrabari,98
Hemayetpur,Kachpur,111
Hemayetpur,Kallshi,46
Hemayetpur,Kalshi Moor,40
Hemayetpur,Kamlapur,69
Hemayetpur,Kuril,66
Hemayetpur,Kuril Bishwa Road,56
Hemayetpur,Madanpur,118
Hemayetpur,Maoyghat,156
Hemayetpur,Matsabhaban,42
Hemayetpur,Meradiya Bazar,94
Hemayetpur,Mirpur-1,26
Hemayetpur,Mirpur-10,30
Hemayetpur,Mirpur-11,36
Hemayetpur,Mirpur-14,35
Hemayetpur,Mirpur-2,29
Hemayetpur,Mirpur-6,32
Hemayetpur,Mohakhali,48
Hemayetpur,Motijheel,82
Hemayetpur,Nabinagar,38
Hemayetpur,Nandan Park,69
Hemayetpur,Notun Bazar,62
Hemayetpur,Palton,80
Hemayetpur,Press Club,62
Hemayetpur,Rampura,70
Hemayetpur,Rampura Bridge,80
Hemayetpur,Sainboard,88
Hemayetpur,Savar,20
Hemayetpur,Sayedabad,94
Hemayetpur,Shahbag,63
Hemayetpur,Shahbagh,63
Hemayetpur,Shonir Akhra,91
Hemayetpur,Shyamoli,26
Hemayetpur,Staff Quarter,88
Hemayetpur,Technical,22
Hemayetpur,Tikatuli,88
Hemayetpur,Vashantek,39
Hemayetpur,Victoria Park,80
Hemayetpur,Zippo,81
High Court,Asadgate,18
High Court,Fulbaria,10
High Court,Gabtoli,26
High Court,Kalabagan,14
High Court,Manikganj,156
High Court,Muktivaban,10
High Court,Paturiya,224
High Court,Science Lab,10
High Court,Shahbagh,10
High Court,Technical,26
Hotapara,Airport,22
Hotapara,Bagher Bazar,10
Hotapara,Banani,31
Hotapara,Barmi,20
Hotapara,Fulbaria,52
Hotapara,Gazipur Chowrasta,12
Hotapara,Maona Chowrasta,10
Hotapara,Moghbazar,47
Hotapara,Mohakhali,38
Hotapara,Nabisco,45
Hotapara,Rajendrapur Chowrasta,10
Hotapara,Sreepur,13
Hotapara,Tongi,19
House Building,Abdullahpur,10
House Building,Airport,10
House Building,Banani,12
House Building,Bijoy Nagar,14
House Building,Fantasy Kingdom,45
House Building,Gulistan (Hanif Flyover),18
House Building,Jatrabari,20
House Building,Kakrail,10
House Building,Kamarpara,10
House Building,Moghbazar,10
House Building,Mohakhali,16
House Building,Mouchak,10
House Building,Nilkhet,17
House Building,Palton,16
House Building,Sainboard,44
House Building,Satorasta,10
House Building,Shewra,17
Housing Building,Abdullahpur,10
Housing Building,Abdullahpur (Jilkhana),55
Housing Building,Airport,10
Housing Building,Asadgate,52
Housing Building,Babu Bazar,32
Housing Building,Badda,11
Housing Building,Bashundra,19
Housing Building,Bhawar Viti (South Keraniganj),60
Housing Building,Bosila Bridge,60
Housing Building,Chunakutia Bazar,41
Housing Building,Dhaor,15
Housing Building,Diayabari,10
Housing Building,Diayabari Moor,40
Housing Building,Farmgate,41
Housing Building,Ghatachar,62
Housing Building,Gulistan (Fulbaria),28
Housing Building,Gulshan-1,29
Housing Building,Kadamtoli,37
Housing Building,Kakrail,22
Housing Building,Kamarpara,10
Housing Building,Khilkhet,10
Housing Building,Kuril Bishwaroad,18
Housing Building,Majar Road,41
Housing Building,Malibagh,19
Housing Building,Middle Badda,25
Housing Building,Mirpur-1,44
Housing Building,Mohakhali,35
Housing Building,Mohammadpur,50
Housing Building,Mohammadpur Stand,55
Housing Building,Mouchak (Flyover),19
Housing Building,Narsha,19
Housing Building,New Airport,10
Housing Building,Notun Bazar,22
Housing Building,Palton,25
Housing Building,Rajendrapur Bazar,53
Housing Building,Rajlakhi,10
Housing Building,Rampura,16
Housing Building,Shyamoli,48
Housing Building,Technical,43
Housing Building,Titumi'r College,30
Housing Building,Town Hall,49
Housing Building,Uttara Diayabari,10
ISBI Chattar,Abdullahpur,25
ISBI Chattar,Agargaon,25
ISBI Chattar,Airport,16
ISBI Chattar,Badda Link Road/Middle Badda,23
ISBI Chattar,Bonshree,37
ISBI Chattar,Cantonment Signal Gate,10
ISBI Chattar,Dayabari,48
ISBI Chattar,Demra,48
ISBI Chattar,Dhour,39
ISBI Chattar,Epijed,92
ISBI Chattar,Farmgate,20
ISBI Chattar,Gabtoli,42
ISBI Chattar,Gabtoli Bridge Para,29
ISBI Chattar,Gulistan,32
ISBI Chattar,Gulshan-1,14
ISBI Chattar,Hemayetpur,58
ISBI Chattar,Jamuna Future Park,15
ISBI Chattar,Japan Garden City,33
ISBI Chattar,Jatrabari,30
ISBI Chattar,Kachpur,58
ISBI Chattar,Kakoli,10
ISBI Chattar,Kallshi,10
ISBI Chattar,Kallshi Mor,10
ISBI Chattar,Kalshi Moor,10
ISBI Chattar,Kuril,10
ISBI Chattar,Kuril Bishwa Road,11
ISBI Chattar,Madanpur,68
ISBI Chattar,Malibagh,16
ISBI Chattar,Meradiya Bazar,43
ISBI Chattar,Mirpur DOHS,10
ISBI Chattar,Mirpur-1,32
ISBI Chattar,Mirpur-10,25
ISBI Chattar,Mirpur-11,10
ISBI Chattar,Mirpur-12,14
ISBI Chattar,Mirpur-2,22
ISBI Chattar,Mirpur-6,13
ISBI Chattar,Moghbazar,13
ISBI Chattar,Mohakhali,11
ISBI Chattar,Mohakhali Amtoli,10
ISBI Chattar,Motijheel,39
ISBI Chattar,Nandan Park,106
ISBI Chattar,Narayanganj Link Road,43
ISBI Chattar,Palton,25
ISBI Chattar,Purabi,10
ISBI Chattar,Rampura,28
ISBI Chattar,Rampura Bridge,20
ISBI Chattar,Savar,88
ISBI Chattar,Sayedabad,28
ISBI Chattar,Shahbagh,25
ISBI Chattar,Shewra Para,21
ISBI Chattar,Shonir Akhra,34
ISBI Chattar,Shyamoli Ring Road,30
ISBI Chattar,Staff Quarter,54
ISBI Chattar,Technical,30
ISBI Chattar,Work Shop,12
ISBI Moor,Agargaon,25
ISBI Moor,Azimpur,38
ISBI Moor,College Gate,26
ISBI Moor,Kazipara,18
ISBI Moor,Manikmia Avenue,26
ISBI Moor,Mirpur-10,11
ISBI Moor,Mirpur-12,11
ISBI Moor,Shewra Para,20
ISBI Moor,Shismela,28
Ikuria,Agargaon,35
Ikuria,Banglamotor,29
Ikuria,Chiriyakhana,46
Ikuria,Farmgate,32
Ikuria,Jatrabari,11
Ikuria,Kamlapur,22
Ikuria,Kazipara,39
Ikuria,Mirpur-10,43
Ikuria,Mirpur-2,48
Ikuria,Moghbazar,26
Ikuria,Motijheel,18
Ikuria,Mouchak,23
Ikuria,Postogola Bridge,10
Ikuria,Sayedabad,11
Ikuria,Shewra Para,40
Islampur,Azimpur (Dakeswari),92
Islampur,Baniajuri,78
Islampur,Barangail,94
Islampur,Gabtoli,56
Islampur,Hanif Flyover,104
Islampur,Kachpur,129
Islampur,Kalabagan,88
Islampur,Kalampur,30
Islampur,Manikganj,62
Islampur,Nabinagar,21
Islampur,Palashi,96
Islampur,Paturia,126
Islampur,Savar,35
Islampur,Shyamoli,80
Islampur,Uthulli,102
Ittifaq,Ansarcamp,38
Ittifaq,Asadgate,22
Ittifaq,Chidriyakhana,42
Ittifaq,College Gate,22
Ittifaq,Darussalam,30
Ittifaq,Farmgate,19
Ittifaq,Kalyanpur,25
Ittifaq,Kawranbazar,17
Ittifaq,Mirpur-1,42
Ittifaq,Press Club,10
Ittifaq,Sayedabad,10
Ittifaq,Shahbag,12
Ittifaq,Shyamoli,22
Ittifaq,Stadium,10
Jagannath University,Airport,49
Jagannath University,Chandra,139
Jagannath University,Fulbaria,10
Jagannath University,Gazipur,80
Jagannath University,Kakrail,11
Jagannath University,Konabari,110
Jagannath University,Moghbazar,17
Jagannath University,Mohakhali,29
Jagannath University,Palton,10
Jagannath University,Sifipur,125
Jagannath University,Tingi,66
Jamuna Future Park,Bonshree,10
Jamuna Future Park,Demra,28
Jamuna Future Park,Epijed,109
Jamuna Future Park,Gabtoli,60
Jamuna Future Park,Hemayetpur,70
Jamuna Future Park,ISBI Chattar,15
Jamuna Future Park,Kachpur,42
Jamuna Future Park,Kallshi,38
Jamuna Future Park,Kuril,10
Jamuna Future Park,Madanpur,50
Jamuna Future Park,Meradiya Bazar,13
Jamuna Future Park,Mirpur-1,46
Jamuna Future Park,Mirpur-10,45
Jamuna Future Park,Nandan Park,128
Jamuna Future Park,Rampura Bridge,10
Jamuna Future Park,Savar,96
Janpath,Banglamotor,18
Janpath,Basabo,10
Janpath,College Gate,34
Janpath,Epijed,82
Janpath,Farmgate,26
Janpath,Gabtoli,46
Janpath,Jatrabari,10
Janpath,Kalyanpur,41
Janpath,Malibagh,10
Janpath,Moghbazar,13
Janpath,Narayanganj Link Road,22
Janpath,Savar,82
Japan Garden City,Abdullahpur,59
Japan Garden City,Agargaon,10
Japan Garden City,Airport,50
Japan Garden City,Dhour,72
Japan Garden City,ISBI Chattar,33
Japan Garden City,Kakoli,24
Japan Garden City,Kallshi,29
Japan Garden City,Mirpur-10,17
Japan Garden City,Mohakhali,20
Japan Garden City,Shewra Para,13
Japan Garden City,Shyamoli,10
Japan Garden City,Shyamoli Ring Road,10
Japan Garden City,Uttara,44
Jasimuddin,Abdullahpur,10
Jasimuddin,Airport,10
Jasimuddin,Asad Avenue,45
Jasimuddin,Bochila,60
Jasimuddin,Bosila,60
Jasimuddin,Dhour,22
Jasimuddin,Kallshi,28
Jasimuddin,Kalyanpur,40
Jasimuddin,Kamarpara,11
Jasimuddin,Mirpur-1,34
Jasimuddin,Mirpur-10,32
Jasimuddin,Mirpur-11,34
Jasimuddin,Mirpur-2,32
Jasimuddin,Purabi,28
Jasimuddin,Shewra Bazar,20
Jasimuddin,Shyamoli,45
Jasimuddin,Technical,38
Jatrabari,Abdullahpur,49
Jatrabari,Agargaon,29
Jatrabari,Airport,69
Jatrabari,Ansarcamp,85
Jatrabari,Asadgate,46
Jatrabari,Badda,41
Jatrabari,Banani,15
Jatrabari,Bangabandhu College,40
Jatrabari,Bangladesh Bank,30
Jatrabari,Banglamotor,33
Jatrabari,Basabo,11
Jatrabari,Bhulta,52
Jatrabari,Bijoy Nagar,10
Jatrabari,Chankharpul,10
Jatrabari,Chidriyakhana,62
Jatrabari,Chiriyakhana,62
Jatrabari,Cine Cinema Hall,61
Jatrabari,College Gate,75
Jatrabari,Dayabari,84
Jatrabari,Dayabari Chowrasta,61
Jatrabari,Dhaor,69
Jatrabari,Dheleshur,11
Jatrabari,Eden College,21
Jatrabari,Epijed,106
Jatrabari,Fantasy Kingdom,100
Jatrabari,Farmgate,42
Jatrabari,Gabtoli,67
Jatrabari,Gulistan,20
Jatrabari,Gulistan (Hanif Flyover),10
Jatrabari,Gulistan Moor,35
Jatrabari,Hemayetpur,98
Jatrabari,House Building,20
Jatrabari,ISBI Chattar,30
Jatrabari,Ikuria,11
Jatrabari,Janpath,10
Jatrabari,Jurain,10
Jatrabari,Kachpur,23
Jatrabari,Kachpur Bridge,23
Jatrabari,Kakoli,28
Jatrabari,Kakrail,10
Jatrabari,Kalabagan,62
Jatrabari,Kalapani,40
Jatrabari,Kallshi,89
Jatrabari,Kalyanpur,80
Jatrabari,Kamarpara,50
Jatrabari,Kamlapur,17
Jatrabari,Kataban,52
Jatrabari,Kazipara,42
Jatrabari,Khilgaon Flyover,10
Jatrabari,Khilkhet,40
Jatrabari,Kuril Bishwaroad,38
Jatrabari,Kuril Flyover,69
Jatrabari,Link Road,10
Jatrabari,Madanpur,31
Jatrabari,Malibagh,16
Jatrabari,Malibagh Chowdhuri Para,19
Jatrabari,Malibagh Chowdhury Para,19
Jatrabari,Maniknagar,10
Jatrabari,Maskat Plaza,61
Jatrabari,Meghna Ghat,65
Jatrabari,Mirpur-1,80
Jatrabari,Mirpur-10,63
Jatrabari,Mirpur-11,63
Jatrabari,Mirpur-12,80
Jatrabari,Mirpur-2,65
Jatrabari,Moghbazar,18
Jatrabari,Moh. Zillur Rahman Flyover,56
Jatrabari,Mohakhali,29
Jatrabari,Motijheel,18
Jatrabari,Motijheel (Shapla Chattar),20
Jatrabari,Mouchak,17
Jatrabari,Mugda,10
Jatrabari,Nabinagar,105
Jatrabari,Nandan Park,126
Jatrabari,Narayanganj,36
Jatrabari,Narayanganj Link Road,18
Jatrabari,Nilkhet,20
Jatrabari,Notun Bazar,48
Jatrabari,Palashi,20
Jatrabari,Palton,22
Jatrabari,Postogola,10
Jatrabari,Postogola Bridge,10
Jatrabari,Pragati Soroni,26
Jatrabari,Press Club,44
Jatrabari,Purabi,61
Jatrabari,Rajarbag,10
Jatrabari,Rampura,36
Jatrabari,Rayerbag,10
Jatrabari,Sainboard,19
Jatrabari,Satorasta,10
Jatrabari,Savar,100
Jatrabari,Sayedabad,10
Jatrabari,Science Lab,60
Jatrabari,Shahbag,46
Jatrabari,Shahbagh,26
Jatrabari,Shewra,18
Jatrabari,Shewra Para,33
Jatrabari,Shonir Akhra,12
Jatrabari,Shyamoli,80
Jatrabari,Sonargaon Mogra Para,47
Jatrabari,Sukrabad,65
Jatrabari,Technical,80
Jatrabari,Tikatuli,12
Jatrabari,Titipadar,10
Jatrabari,Tongi (Bostuhara),69
Jatrabari,Zippo,19
Jigatola,Azimpur,10
Jigatola,Basabo,20
Jigatola,Bisila,17
Jigatola,Bonshri,29
Jigatola,Bosila,10
Jigatola,Dhaka City College,10
Jigatola,Dhanmondi,10
Jigatola,Dhanmondi-15,10
Jigatola,Dhopekhola,20
Jigatola,Ghatachar,22
Jigatola,Gulistan,13
Jigatola,Hanif Flyover,16
Jigatola,Kachpur,30
Jigatola,Kakrail,11
Jigatola,Kamlapur,10
Jigatola,Khilgaon Khidma Hospital,26
Jigatola,Khilgaon Railgate,22
Jigatola,Madanpur,39
Jigatola,Mohammadpur,13
Jigatola,Mohammadpur (Asad Avenue),10
Jigatola,Motijhil,10
Jigatola,Mouchak,10
Jigatola,Mugda,16
